year_month_day_timestamp,TOPyear,month_of_year,day_of_month,product_id,week,all_shop_number,sale_quantity
1486396800,2017,2,7,a11000145,tuesday,2070,584
1486483200,2017,2,8,a11000145,wednesday,2070,722
1486569600,2017,2,9,a11000145,thursday,2070,781
1486656000,2017,2,10,a11000145,friday,2070,834
1486742400,2017,2,11,a11000145,saturday,2070,835
1486828800,2017,2,12,a11000145,sunday,2070,719
1486915200,2017,2,13,a11000145,monday,2070,727
1487001600,2017,2,14,a11000145,tuesday,2070,779
1487088000,2017,2,15,a11000145,wednesday,2070,659
1487174400,2017,2,16,a11000145,thursday,2070,654
1487260800,2017,2,17,a11000145,friday,2070,711
1487347200,2017,2,18,a11000145,saturday,2070,908
1487433600,2017,2,19,a11000145,sunday,2070,808
1487520000,2017,2,20,a11000145,monday,2070,589
1487606400,2017,2,21,a11000145,tuesday,2070,545
1487692800,2017,2,22,a11000145,wednesday,2070,712
1487779200,2017,2,23,a11000145,thursday,2070,860
1487865600,2017,2,24,a11000145,friday,2070,898
1487952000,2017,2,25,a11000145,saturday,2070,1017
1488038400,2017,2,26,a11000145,sunday,2070,920
1488124800,2017,2,27,a11000145,monday,2070,723
1488211200,2017,2,28,a11000145,tuesday,2070,791
1488297600,2017,3,1,a11000145,wednesday,2070,757
1488384000,2017,3,2,a11000145,thursday,2070,851
1488470400,2017,3,3,a11000145,friday,2070,891
1488556800,2017,3,4,a11000145,saturday,2070,899
1488643200,2017,3,5,a11000145,sunday,2070,929
1488729600,2017,3,6,a11000145,monday,2070,923
1488816000,2017,3,7,a11000145,tuesday,2070,790
1488902400,2017,3,8,a11000145,wednesday,2070,913
1488988800,2017,3,9,a11000145,thursday,2070,701
1489075200,2017,3,10,a11000145,friday,2070,937
1489161600,2017,3,11,a11000145,saturday,2070,1023
1489248000,2017,3,12,a11000145,sunday,2070,835
1489334400,2017,3,13,a11000145,monday,2070,674
1489420800,2017,3,14,a11000145,tuesday,2070,1007
1489507200,2017,3,15,a11000145,wednesday,2070,840
1489593600,2017,3,16,a11000145,thursday,2070,1080
1489680000,2017,3,17,a11000145,friday,2070,931
1489766400,2017,3,18,a11000145,saturday,2070,1261
1489852800,2017,3,19,a11000145,sunday,2070,951
1489939200,2017,3,20,a11000145,monday,2070,900
1490025600,2017,3,21,a11000145,tuesday,2070,820
1490112000,2017,3,22,a11000145,wednesday,2070,825
1490198400,2017,3,23,a11000145,thursday,2070,925
1490284800,2017,3,24,a11000145,friday,2070,1034
1490371200,2017,3,25,a11000145,saturday,2070,1275
1490457600,2017,3,26,a11000145,sunday,2070,1122
1490544000,2017,3,27,a11000145,monday,2070,889
1490630400,2017,3,28,a11000145,tuesday,2070,835
1490716800,2017,3,29,a11000145,wednesday,2070,898
1490803200,2017,3,30,a11000145,thursday,2070,711
1490889600,2017,3,31,a11000145,friday,2070,1238
1490976000,2017,4,1,a11000145,saturday,2070,1341
1491062400,2017,4,2,a11000145,sunday,2070,1173
1491148800,2017,4,3,a11000145,monday,2070,1019
1491235200,2017,4,4,a11000145,tuesday,2070,946
1491321600,2017,4,5,a11000145,wednesday,2070,727
1491408000,2017,4,6,a11000145,thursday,2070,1048
1491494400,2017,4,7,a11000145,friday,2070,908
1491580800,2017,4,8,a11000145,saturday,2070,776
1491667200,2017,4,9,a11000145,sunday,2070,781
1491753600,2017,4,10,a11000145,monday,2070,865
1491840000,2017,4,11,a11000145,tuesday,2070,954
1491926400,2017,4,12,a11000145,wednesday,2070,940
1492012800,2017,4,13,a11000145,thursday,2070,924
1492099200,2017,4,14,a11000145,friday,2070,853
1492185600,2017,4,15,a11000145,saturday,2070,842
1492272000,2017,4,16,a11000145,sunday,2070,749
1492358400,2017,4,17,a11000145,monday,2070,763
1492444800,2017,4,18,a11000145,tuesday,2070,692
1492531200,2017,4,19,a11000145,wednesday,2070,696
1492617600,2017,4,20,a11000145,thursday,2070,756
1492704000,2017,4,21,a11000145,friday,2070,1026
1492790400,2017,4,22,a11000145,saturday,2070,1105
1492876800,2017,4,23,a11000145,sunday,2070,970
1492963200,2017,4,24,a11000145,monday,2070,701
1493049600,2017,4,25,a11000145,tuesday,2070,604
1493136000,2017,4,26,a11000145,wednesday,2070,947
1493222400,2017,4,27,a11000145,thursday,2070,1087
1493308800,2017,4,28,a11000145,friday,2070,1250
1493395200,2017,4,29,a11000145,saturday,2070,1227
1493481600,2017,4,30,a11000145,sunday,2070,962
1493568000,2017,5,1,a11000145,monday,2070,942
1493654400,2017,5,2,a11000145,tuesday,2070,765
1493740800,2017,5,3,a11000145,wednesday,2070,654
1493827200,2017,5,4,a11000145,thursday,2070,854
1493913600,2017,5,5,a11000145,friday,2070,893
1494000000,2017,5,6,a11000145,saturday,2070,1041
1494086400,2017,5,7,a11000145,sunday,2070,903
1494172800,2017,5,8,a11000145,monday,2070,779
1494259200,2017,5,9,a11000145,tuesday,2070,700.6933
1494345600,2017,5,10,a11000145,wednesday,2070,661
1494432000,2017,5,11,a11000145,thursday,2070,645
1494518400,2017,5,12,a11000145,friday,2070,799
1494604800,2017,5,13,a11000145,saturday,2070,850
1494691200,2017,5,14,a11000145,sunday,2070,848
1494777600,2017,5,15,a11000145,monday,2070,701
1494864000,2017,5,16,a11000145,tuesday,2070,670
1494950400,2017,5,17,a11000145,wednesday,2070,629
1495036800,2017,5,18,a11000145,thursday,2070,668
1495123200,2017,5,19,a11000145,friday,2070,835
1495209600,2017,5,20,a11000145,saturday,2070,876
1495296000,2017,5,21,a11000145,sunday,2070,857
1495382400,2017,5,22,a11000145,monday,2070,618
1495468800,2017,5,23,a11000145,tuesday,2070,723
1495555200,2017,5,24,a11000145,wednesday,2070,882
1495641600,2017,5,25,a11000145,thursday,2070,758
1495728000,2017,5,26,a11000145,friday,2070,820
1495814400,2017,5,27,a11000145,saturday,2070,1039
1495900800,2017,5,28,a11000145,sunday,2070,950
1495987200,2017,5,29,a11000145,monday,2070,832
1496073600,2017,5,30,a11000145,tuesday,2070,805
1496160000,2017,5,31,a11000145,wednesday,2070,849
1496246400,2017,6,1,a11000145,thursday,2070,1039
1496332800,2017,6,2,a11000145,friday,2070,598
1496419200,2017,6,3,a11000145,saturday,2070,706
1496505600,2017,6,4,a11000145,sunday,2070,759
1496592000,2017,6,5,a11000145,monday,2070,664
1496678400,2017,6,6,a11000145,tuesday,2070,923
1496764800,2017,6,7,a11000145,wednesday,2070,712
1496851200,2017,6,8,a11000145,thursday,2070,721
1496937600,2017,6,9,a11000145,friday,2070,745
1497024000,2017,6,10,a11000145,saturday,2070,1019
1497110400,2017,6,11,a11000145,sunday,2070,914
1497196800,2017,6,12,a11000145,monday,2070,673
1497283200,2017,6,13,a11000145,tuesday,2070,842
1497369600,2017,6,14,a11000145,wednesday,2070,820
1497456000,2017,6,15,a11000145,thursday,2070,768
1497542400,2017,6,16,a11000145,friday,2070,1079
1497628800,2017,6,17,a11000145,saturday,2070,1012
1497715200,2017,6,18,a11000145,sunday,2070,922
1497801600,2017,6,19,a11000145,monday,2070,724
1497888000,2017,6,20,a11000145,tuesday,2070,659
1497974400,2017,6,21,a11000145,wednesday,2070,735
1498060800,2017,6,22,a11000145,thursday,2070,720
1498147200,2017,6,23,a11000145,friday,2070,1161
1498233600,2017,6,24,a11000145,saturday,2070,1251
1498320000,2017,6,25,a11000145,sunday,2070,1197
1498406400,2017,6,26,a11000145,monday,2070,833
1498492800,2017,6,27,a11000145,tuesday,2070,794
1498579200,2017,6,28,a11000145,wednesday,2070,871
1498665600,2017,6,29,a11000145,thursday,2070,845
1498752000,2017,6,30,a11000145,friday,2070,914
1498838400,2017,7,1,a11000145,saturday,2070,1027
1498924800,2017,7,2,a11000145,sunday,2070,918
1499011200,2017,7,3,a11000145,monday,2070,826
1499097600,2017,7,4,a11000145,tuesday,2070,695
1499184000,2017,7,5,a11000145,wednesday,2070,818
1499270400,2017,7,6,a11000145,thursday,2070,851
1499356800,2017,7,7,a11000145,friday,2070,823
1499443200,2017,7,8,a11000145,saturday,2070,923
1499529600,2017,7,9,a11000145,sunday,2070,796
1499616000,2017,7,10,a11000145,monday,2070,763
1499702400,2017,7,11,a11000145,tuesday,2070,698
1499788800,2017,7,12,a11000145,wednesday,2070,704
1499875200,2017,7,13,a11000145,thursday,2070,712
1499961600,2017,7,14,a11000145,friday,2070,843
1500048000,2017,7,15,a11000145,saturday,2070,834
1500134400,2017,7,16,a11000145,sunday,2070,805
1500220800,2017,7,17,a11000145,monday,2070,718
1500307200,2017,7,18,a11000145,tuesday,2070,697
1500393600,2017,7,19,a11000145,wednesday,2070,751
1500480000,2017,7,20,a11000145,thursday,2070,766
1500566400,2017,7,21,a11000145,friday,2070,789
1500652800,2017,7,22,a11000145,saturday,2070,865
1500739200,2017,7,23,a11000145,sunday,2070,809.088
1500825600,2017,7,24,a11000145,monday,2070,708
1500912000,2017,7,25,a11000145,tuesday,2070,721
1500998400,2017,7,26,a11000145,wednesday,2070,719
1501084800,2017,7,27,a11000145,thursday,2070,781
1501171200,2017,7,28,a11000145,friday,2070,835
1501257600,2017,7,29,a11000145,saturday,2070,977
1501344000,2017,7,30,a11000145,sunday,2070,904
1501430400,2017,7,31,a11000145,monday,2070,852
1501516800,2017,8,1,a11000145,tuesday,2070,853
1501603200,2017,8,2,a11000145,wednesday,2070,813
1501689600,2017,8,3,a11000145,thursday,2070,777
1501776000,2017,8,4,a11000145,friday,2070,820
1501862400,2017,8,5,a11000145,saturday,2070,851
1501948800,2017,8,6,a11000145,sunday,2070,752
1502035200,2017,8,7,a11000145,monday,2070,664
1502121600,2017,8,8,a11000145,tuesday,2070,797
1502208000,2017,8,9,a11000145,wednesday,2070,840
1502294400,2017,8,10,a11000145,thursday,2070,746
1502380800,2017,8,11,a11000145,friday,2070,956
1502467200,2017,8,12,a11000145,saturday,2070,1064
1502553600,2017,8,13,a11000145,sunday,2070,1032
1502640000,2017,8,14,a11000145,monday,2070,863
1502726400,2017,8,15,a11000145,tuesday,2070,823
1502812800,2017,8,16,a11000145,wednesday,2070,808
1502899200,2017,8,17,a11000145,thursday,2070,819
1502985600,2017,8,18,a11000145,friday,2070,887
1503072000,2017,8,19,a11000145,saturday,2070,807
1503158400,2017,8,20,a11000145,sunday,2070,763
1503244800,2017,8,21,a11000145,monday,2070,733
1503331200,2017,8,22,a11000145,tuesday,2070,595
1503417600,2017,8,23,a11000145,wednesday,2070,650
1503504000,2017,8,24,a11000145,thursday,2070,662
1503590400,2017,8,25,a11000145,friday,2070,807
1503676800,2017,8,26,a11000145,saturday,2070,923
1503763200,2017,8,27,a11000145,sunday,2070,752
1503849600,2017,8,28,a11000145,monday,2070,1968
1503936000,2017,8,29,a11000145,tuesday,2070,836
1504022400,2017,8,30,a11000145,wednesday,2070,937
1504108800,2017,8,31,a11000145,thursday,2070,907
1504195200,2017,9,1,a11000145,friday,2070,807.088
1504281600,2017,9,2,a11000145,saturday,2070,826
1504368000,2017,9,3,a11000145,sunday,2070,890
1504454400,2017,9,4,a11000145,monday,2070,839
1504540800,2017,9,5,a11000145,tuesday,2070,803
1504627200,2017,9,6,a11000145,wednesday,2070,946
1504713600,2017,9,7,a11000145,thursday,2070,743
1504800000,2017,9,8,a11000145,friday,2070,858
1504886400,2017,9,9,a11000145,saturday,2070,957
1504972800,2017,9,10,a11000145,sunday,2070,976
1505059200,2017,9,11,a11000145,monday,2070,767
1505145600,2017,9,12,a11000145,tuesday,2070,763
1505232000,2017,9,13,a11000145,wednesday,2070,740
1505318400,2017,9,14,a11000145,thursday,2070,764
1505404800,2017,9,15,a11000145,friday,2070,902
1505491200,2017,9,16,a11000145,saturday,2070,1075
1505577600,2017,9,17,a11000145,sunday,2070,872
1505664000,2017,9,18,a11000145,monday,2070,698
1505750400,2017,9,19,a11000145,tuesday,2070,735
1505836800,2017,9,20,a11000145,wednesday,2070,875
1505923200,2017,9,21,a11000145,thursday,2070,942
1506009600,2017,9,22,a11000145,friday,2070,881
1506096000,2017,9,23,a11000145,saturday,2070,1098
1506182400,2017,9,24,a11000145,sunday,2070,1049
1506268800,2017,9,25,a11000145,monday,2070,858
1506355200,2017,9,26,a11000145,tuesday,2070,770
1506441600,2017,9,27,a11000145,wednesday,2070,829
1506528000,2017,9,28,a11000145,thursday,2070,1017
1506614400,2017,9,29,a11000145,friday,2070,1073
1506700800,2017,9,30,a11000145,saturday,2070,1489
1506787200,2017,10,1,a11000145,sunday,2070,1216
1506873600,2017,10,2,a11000145,monday,2070,1136
1506960000,2017,10,3,a11000145,tuesday,2070,920
1507046400,2017,10,4,a11000145,wednesday,2070,885
1507132800,2017,10,5,a11000145,thursday,2070,925
1507219200,2017,10,6,a11000145,friday,2070,944
1507305600,2017,10,7,a11000145,saturday,2070,827
1507392000,2017,10,8,a11000145,sunday,2070,736
1507478400,2017,10,9,a11000145,monday,2070,672
1507564800,2017,10,10,a11000145,tuesday,2070,673
1507651200,2017,10,11,a11000145,wednesday,2070,670
1507737600,2017,10,12,a11000145,thursday,2070,770
1507824000,2017,10,13,a11000145,friday,2070,760
1507910400,2017,10,14,a11000145,saturday,2070,946
1507996800,2017,10,15,a11000145,sunday,2070,971
1508083200,2017,10,16,a11000145,monday,2070,604
1508169600,2017,10,17,a11000145,tuesday,2070,673
1508256000,2017,10,18,a11000145,wednesday,2070,767
1508342400,2017,10,19,a11000145,thursday,2070,810
1508428800,2017,10,20,a11000145,friday,2070,876
1508515200,2017,10,21,a11000145,saturday,2070,932
1508601600,2017,10,22,a11000145,sunday,2070,952
1508688000,2017,10,23,a11000145,monday,2070,717
1508774400,2017,10,24,a11000145,tuesday,2070,734
1508860800,2017,10,25,a11000145,wednesday,2070,799
1508947200,2017,10,26,a11000145,thursday,2070,785
1509033600,2017,10,27,a11000145,friday,2070,904
1509120000,2017,10,28,a11000145,saturday,2070,990
1509206400,2017,10,29,a11000145,sunday,2070,926
1509292800,2017,10,30,a11000145,monday,2070,958
1509379200,2017,10,31,a11000145,tuesday,2070,1010
1509465600,2017,11,1,a11000145,wednesday,2070,1047
1509552000,2017,11,2,a11000145,thursday,2070,1140
1509638400,2017,11,3,a11000145,friday,2070,1181
1509724800,2017,11,4,a11000145,saturday,2070,1360
1509811200,2017,11,5,a11000145,sunday,2070,1342
1509897600,2017,11,6,a11000145,monday,2070,1083
1509984000,2017,11,7,a11000145,tuesday,2070,1019
1510070400,2017,11,8,a11000145,wednesday,2070,950
1510156800,2017,11,9,a11000145,thursday,2070,1090
1510243200,2017,11,10,a11000145,friday,2070,998
1510329600,2017,11,11,a11000145,saturday,2070,2443
1510416000,2017,11,12,a11000145,sunday,2070,1933
1510502400,2017,11,13,a11000145,monday,2070,868
1510588800,2017,11,14,a11000145,tuesday,2070,1040
1510675200,2017,11,15,a11000145,wednesday,2070,1041
1510761600,2017,11,16,a11000145,thursday,2070,951
1510848000,2017,11,17,a11000145,friday,2070,1009
1510934400,2017,11,18,a11000145,saturday,2070,1408
1511020800,2017,11,19,a11000145,sunday,2070,1292
1511107200,2017,11,20,a11000145,monday,2070,1051
1511193600,2017,11,21,a11000145,tuesday,2070,1104
1511280000,2017,11,22,a11000145,wednesday,2070,1228
1511366400,2017,11,23,a11000145,thursday,2070,1105
1511452800,2017,11,24,a11000145,friday,2070,1216.019
1511539200,2017,11,25,a11000145,saturday,2070,1592
1511625600,2017,11,26,a11000145,sunday,2070,1298
1511712000,2017,11,27,a11000145,monday,2070,1071
1511798400,2017,11,28,a11000145,tuesday,2070,1003
1511884800,2017,11,29,a11000145,wednesday,2070,897
1511971200,2017,11,30,a11000145,thursday,2070,951
1512057600,2017,12,1,a11000145,friday,2070,1255
1512144000,2017,12,2,a11000145,saturday,2070,1353
1512230400,2017,12,3,a11000145,sunday,2070,1296
1512316800,2017,12,4,a11000145,monday,2070,934
1512403200,2017,12,5,a11000145,tuesday,2070,996
1512489600,2017,12,6,a11000145,wednesday,2070,1094
1512576000,2017,12,7,a11000145,thursday,2070,961
1512662400,2017,12,8,a11000145,friday,2070,1165
1512748800,2017,12,9,a11000145,saturday,2070,1324
1512835200,2017,12,10,a11000145,sunday,2070,1174
1512921600,2017,12,11,a11000145,monday,2070,1378.195
1513008000,2017,12,12,a11000145,tuesday,2070,1289
1513094400,2017,12,13,a11000145,wednesday,2070,717
1513180800,2017,12,14,a11000145,thursday,2070,801
1513267200,2017,12,15,a11000145,friday,2070,919
1513353600,2017,12,16,a11000145,saturday,2070,1185
1513440000,2017,12,17,a11000145,sunday,2070,1105
1513526400,2017,12,18,a11000145,monday,2070,889
1513612800,2017,12,19,a11000145,tuesday,2070,899
1513699200,2017,12,20,a11000145,wednesday,2070,913
1513785600,2017,12,21,a11000145,thursday,2070,922
1513872000,2017,12,22,a11000145,friday,2070,967
1513958400,2017,12,23,a11000145,saturday,2070,1153
1514044800,2017,12,24,a11000145,sunday,2070,1314
1514131200,2017,12,25,a11000145,monday,2070,862
1514217600,2017,12,26,a11000145,tuesday,2070,836
1514304000,2017,12,27,a11000145,wednesday,2070,886
1514390400,2017,12,28,a11000145,thursday,2070,1159
1514476800,2017,12,29,a11000145,friday,2070,1264
1514563200,2017,12,30,a11000145,saturday,2070,1179
1514649600,2017,12,31,a11000145,sunday,2070,1283
1483200000,2017,1,1,a11000285,sunday,2070,2236
1483286400,2017,1,2,a11000285,monday,2070,1627
1483372800,2017,1,3,a11000285,tuesday,2070,1208
1483459200,2017,1,4,a11000285,wednesday,2070,1127
1483545600,2017,1,5,a11000285,thursday,2070,1111
1483632000,2017,1,6,a11000285,friday,2070,1736.152
1483718400,2017,1,7,a11000285,saturday,2070,1865
1483804800,2017,1,8,a11000285,sunday,2070,1795
1483891200,2017,1,9,a11000285,monday,2070,1251
1483977600,2017,1,10,a11000285,tuesday,2070,1324
1484064000,2017,1,11,a11000285,wednesday,2070,1370
1484150400,2017,1,12,a11000285,thursday,2070,1764
1484236800,2017,1,13,a11000285,friday,2070,2021.3
1484323200,2017,1,14,a11000285,saturday,2070,1975
1484409600,2017,1,15,a11000285,sunday,2070,1816
1484496000,2017,1,16,a11000285,monday,2070,1781
1484582400,2017,1,17,a11000285,tuesday,2070,1853
1484668800,2017,1,18,a11000285,wednesday,2070,2028
1484755200,2017,1,19,a11000285,thursday,2070,2013
1484841600,2017,1,20,a11000285,friday,2070,2441
1484928000,2017,1,21,a11000285,saturday,2070,2971
1485014400,2017,1,22,a11000285,sunday,2070,3139
1485100800,2017,1,23,a11000285,monday,2070,4121
1485187200,2017,1,24,a11000285,tuesday,2070,4079
1485273600,2017,1,25,a11000285,wednesday,2070,4863.043
1485360000,2017,1,26,a11000285,thursday,2070,4933
1485446400,2017,1,27,a11000285,friday,2070,2208
1485532800,2017,1,28,a11000285,saturday,2070,1351
1485619200,2017,1,29,a11000285,sunday,2070,1245
1485705600,2017,1,30,a11000285,monday,2070,1341
1485792000,2017,1,31,a11000285,tuesday,2070,1259
1485878400,2017,2,1,a11000285,wednesday,2070,1342
1485964800,2017,2,2,a11000285,thursday,2070,1365
1486051200,2017,2,3,a11000285,friday,2070,2235
1486137600,2017,2,4,a11000285,saturday,2070,2127
1486224000,2017,2,5,a11000285,sunday,2070,2027
1486310400,2017,2,6,a11000285,monday,2070,2137
1486396800,2017,2,7,a11000285,tuesday,2070,1622
1486483200,2017,2,8,a11000285,wednesday,2070,1934
1486569600,2017,2,9,a11000285,thursday,2070,2015
1486656000,2017,2,10,a11000285,friday,2070,2311
1486742400,2017,2,11,a11000285,saturday,2070,2486
1486828800,2017,2,12,a11000285,sunday,2070,2048
1486915200,2017,2,13,a11000285,monday,2070,1609
1487001600,2017,2,14,a11000285,tuesday,2070,2318
1487088000,2017,2,15,a11000285,wednesday,2070,1448
1487174400,2017,2,16,a11000285,thursday,2070,1464
1487260800,2017,2,17,a11000285,friday,2070,1813
1487347200,2017,2,18,a11000285,saturday,2070,2203
1487433600,2017,2,19,a11000285,sunday,2070,1937
1487520000,2017,2,20,a11000285,monday,2070,1389
1487606400,2017,2,21,a11000285,tuesday,2070,1236
1487692800,2017,2,22,a11000285,wednesday,2070,1518
1487779200,2017,2,23,a11000285,thursday,2070,1501
1487865600,2017,2,24,a11000285,friday,2070,2042
1487952000,2017,2,25,a11000285,saturday,2070,2289
1488038400,2017,2,26,a11000285,sunday,2070,2070
1488124800,2017,2,27,a11000285,monday,2070,1208
1488211200,2017,2,28,a11000285,tuesday,2070,1173
1488297600,2017,3,1,a11000285,wednesday,2070,1079
1488384000,2017,3,2,a11000285,thursday,2070,1187
1488470400,2017,3,3,a11000285,friday,2070,1465
1488556800,2017,3,4,a11000285,saturday,2070,1801
1488643200,2017,3,5,a11000285,sunday,2070,1627
1488729600,2017,3,6,a11000285,monday,2070,1270
1488816000,2017,3,7,a11000285,tuesday,2070,1295
1488902400,2017,3,8,a11000285,wednesday,2070,1383
1488988800,2017,3,9,a11000285,thursday,2070,1074
1489075200,2017,3,10,a11000285,friday,2070,1568
1489161600,2017,3,11,a11000285,saturday,2070,1872
1489248000,2017,3,12,a11000285,sunday,2070,1536
1489334400,2017,3,13,a11000285,monday,2070,1086
1489420800,2017,3,14,a11000285,tuesday,2070,1269
1489507200,2017,3,15,a11000285,wednesday,2070,1224
1489593600,2017,3,16,a11000285,thursday,2070,1459
1489680000,2017,3,17,a11000285,friday,2070,2094
1489766400,2017,3,18,a11000285,saturday,2070,2775
1489852800,2017,3,19,a11000285,sunday,2070,2252
1489939200,2017,3,20,a11000285,monday,2070,1698
1490025600,2017,3,21,a11000285,tuesday,2070,1551
1490112000,2017,3,22,a11000285,wednesday,2070,1532
1490198400,2017,3,23,a11000285,thursday,2070,1736
1490284800,2017,3,24,a11000285,friday,2070,2152
1490371200,2017,3,25,a11000285,saturday,2070,2861
1490457600,2017,3,26,a11000285,sunday,2070,2532
1490544000,2017,3,27,a11000285,monday,2070,1620
1490630400,2017,3,28,a11000285,tuesday,2070,1592
1490716800,2017,3,29,a11000285,wednesday,2070,1482
1490803200,2017,3,30,a11000285,thursday,2070,1550
1490889600,2017,3,31,a11000285,friday,2070,2257
1490976000,2017,4,1,a11000285,saturday,2070,3029
1491062400,2017,4,2,a11000285,sunday,2070,3176
1491148800,2017,4,3,a11000285,monday,2070,2895
1491235200,2017,4,4,a11000285,tuesday,2070,2595
1491321600,2017,4,5,a11000285,wednesday,2070,1678
1491408000,2017,4,6,a11000285,thursday,2070,2015
1491494400,2017,4,7,a11000285,friday,2070,2012.9
1491580800,2017,4,8,a11000285,saturday,2070,2213
1491667200,2017,4,9,a11000285,sunday,2070,2227
1491753600,2017,4,10,a11000285,monday,2070,1779
1491840000,2017,4,11,a11000285,tuesday,2070,1919
1491926400,2017,4,12,a11000285,wednesday,2070,1860
1492012800,2017,4,13,a11000285,thursday,2070,1808
1492099200,2017,4,14,a11000285,friday,2070,2049
1492185600,2017,4,15,a11000285,saturday,2070,2337
1492272000,2017,4,16,a11000285,sunday,2070,2092
1492358400,2017,4,17,a11000285,monday,2070,1556
1492444800,2017,4,18,a11000285,tuesday,2070,1341
1492531200,2017,4,19,a11000285,wednesday,2070,1422
1492617600,2017,4,20,a11000285,thursday,2070,1718
1492704000,2017,4,21,a11000285,friday,2070,2373
1492790400,2017,4,22,a11000285,saturday,2070,2405
1492876800,2017,4,23,a11000285,sunday,2070,2037
1492963200,2017,4,24,a11000285,monday,2070,1236
1493049600,2017,4,25,a11000285,tuesday,2070,1194
1493136000,2017,4,26,a11000285,wednesday,2070,1677
1493222400,2017,4,27,a11000285,thursday,2070,1602
1493308800,2017,4,28,a11000285,friday,2070,2149
1493395200,2017,4,29,a11000285,saturday,2070,2211
1493481600,2017,4,30,a11000285,sunday,2070,2008
1493568000,2017,5,1,a11000285,monday,2070,1818
1493654400,2017,5,2,a11000285,tuesday,2070,998
1493740800,2017,5,3,a11000285,wednesday,2070,995
1493827200,2017,5,4,a11000285,thursday,2070,1204
1493913600,2017,5,5,a11000285,friday,2070,1258
1494000000,2017,5,6,a11000285,saturday,2070,1724
1494086400,2017,5,7,a11000285,sunday,2070,1531
1494172800,2017,5,8,a11000285,monday,2070,1075
1494259200,2017,5,9,a11000285,tuesday,2070,929
1494345600,2017,5,10,a11000285,wednesday,2070,893
1494432000,2017,5,11,a11000285,thursday,2070,975
1494518400,2017,5,12,a11000285,friday,2070,1301
1494604800,2017,5,13,a11000285,saturday,2070,1420
1494691200,2017,5,14,a11000285,sunday,2070,1400
1494777600,2017,5,15,a11000285,monday,2070,1048
1494864000,2017,5,16,a11000285,tuesday,2070,968
1494950400,2017,5,17,a11000285,wednesday,2070,916
1495036800,2017,5,18,a11000285,thursday,2070,942
1495123200,2017,5,19,a11000285,friday,2070,1263
1495209600,2017,5,20,a11000285,saturday,2070,1775
1495296000,2017,5,21,a11000285,sunday,2070,1494
1495382400,2017,5,22,a11000285,monday,2070,989
1495468800,2017,5,23,a11000285,tuesday,2070,1137
1495555200,2017,5,24,a11000285,wednesday,2070,1188
1495641600,2017,5,25,a11000285,thursday,2070,1046
1495728000,2017,5,26,a11000285,friday,2070,1312
1495814400,2017,5,27,a11000285,saturday,2070,1541
1495900800,2017,5,28,a11000285,sunday,2070,1507
1495987200,2017,5,29,a11000285,monday,2070,1342
1496073600,2017,5,30,a11000285,tuesday,2070,1297
1496160000,2017,5,31,a11000285,wednesday,2070,1028
1496246400,2017,6,1,a11000285,thursday,2070,1201
1496332800,2017,6,2,a11000285,friday,2070,781
1496419200,2017,6,3,a11000285,saturday,2070,1016
1496505600,2017,6,4,a11000285,sunday,2070,1016
1496592000,2017,6,5,a11000285,monday,2070,836
1496678400,2017,6,6,a11000285,tuesday,2070,1009
1496764800,2017,6,7,a11000285,wednesday,2070,848
1496851200,2017,6,8,a11000285,thursday,2070,848
